Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	LFQ intensity Primed+PRC2i 1	LFQ intensity Primed+PRC2i 2	LFQ intensity Primed+PRC2i 3	log2 fold change	p-value
A0A024R1Z6;Q99536;B3KUF8;K7ERT7;K7ESA3;K7ENX2;K7EM19;K7EJM4;K7ER81	A0A024R1Z6;Q99536;B3KUF8	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	24.79402	25.59089	25.41651	24.90619	25.51896	25.59323	-0.072319667	0.078309468
A0A024R201;Q9UNM6;Q53GN6;B2RBM7;B4DJ66;Q9Y6E3;J3KNQ3;A0A087WUL9;E9PL38;H0YD73;Q9UNM7;E9PQG3;E9PPD2;Q5HYL3;F8W8J6	A0A024R201;Q9UNM6;Q53GN6;B2RBM7;B4DJ66;Q9Y6E3;J3KNQ3;A0A087WUL9;E9PL38;H0YD73	26S proteasome non-ATPase regulatory subunit 13	PSMD13	28.15668	28.59655	29.19479	28.12431	28.57127	28.95046	0.100659053	0.093558053
A0A024R216;Q9Y3E1;H3BPQ6;H3BPM9	A0A024R216;Q9Y3E1	Hepatoma-derived growth factor-related protein 3	HDGFRP3	28.26924	27.95676	27.4086	28.34642	27.91963	27.4961	-0.042517344	0.041175926
A0A024R222;B4DHQ3;Q9Y617;A0A024R280;B4DHX7;A9LS35	A0A024R222;B4DHQ3;Q9Y617;A0A024R280	Phosphoserine aminotransferase	PSAT1	29.46262	29.65806	29.6227	28.93419	29.16761	29.44924	0.397449493	1.163849296
A0A024R233;A0A024R225;B7Z2R3;U3KQJ2;B1AN86	A0A024R233;A0A024R225;B7Z2R3		TJP2	30.78978	30.75994	30.4827	30.74286	30.63045	30.47257	0.062182744	0.189916621
A0A024R241;D9IVD5;Q16649	A0A024R241;D9IVD5;Q16649	Nuclear factor interleukin-3-regulated protein	NFIL3	22.89145	23.1062	22.42484	23.4924	23.46139	23.45576	-0.662352244	1.51897759
A0A024R254;Q9Y5V3	A0A024R254;Q9Y5V3	Melanoma-associated antigen D1	MAGED1	21.79617	22.47769	22.44091	22.39145	22.45894	22.31471	-0.150109609	0.266394874
A0A024R277;O15269;Q6NUL7;Q59EQ4;B4DR90	A0A024R277;O15269;Q6NUL7;Q59EQ4	Serine palmitoyltransferase 1	SPTLC1	24.47698	24.79645	24.4213	24.13673	24.44626	24.28517	0.275524775	0.871503083
A0A024R294;Q96BD8;K7EPW0;K7EP61	A0A024R294;Q96BD8	Spindle and kinetochore-associated protein 1	C18orf24;SKA1	25.91251	26.41619	26.0648	26.05798	26.19144	26.36446	-0.073462804	0.158754871
A0A024R2A8;Q96JG8;A0A024R286;D6RBW3	A0A024R2A8;Q96JG8	Melanoma-associated antigen D4	MAGED4	24.659	24.81416	25.0518	25.11188	24.73464	24.99865	-0.106735229	0.267005363
A0A024R2C5;O75351;A8K5D8;A8K4G7	A0A024R2C5;O75351;A8K5D8;A8K4G7	Vacuolar protein sorting-associated protein 4B	VPS4B	27.85567	27.92485	27.88983	27.77448	27.80827	27.84434	0.081085205	1.336528004
A0A024R2F9;Q9BTV4;A0A0S2Z5N2;V9GY05	A0A024R2F9;Q9BTV4;A0A0S2Z5N2	Transmembrane protein 43	TMEM43	24.158	24.2062	24.85624	24.07251	23.95278	24.29144	0.301236471	0.540685785
A0A024R2G2;Q9BXW9;H7BZJ7;F8WE37	A0A024R2G2;Q9BXW9	Fanconi anemia group D2 protein	FANCD2	29.39838	29.41792	29.01305	29.3376	29.46032	29.21354	-0.060703913	0.151126423
A0A024R2G8;O15084;B4DIW9;B4DS25;H7C4A0;B7Z6Z7;Q53T07;H7C209;Q8N8A2	A0A024R2G8;O15084;B4DIW9	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	ANKRD28	24.57865	24.88772	24.55877	24.15337	24.52229	24.60309	0.248797099	0.643228599
A0A024R2H1;Q01826;C9J3I0;H0YN86;C9JLL5;C9J7F3;C9JGL9;C9IZC5;C9JP21	A0A024R2H1;Q01826	DNA-binding protein SATB;DNA-binding protein SATB1	SATB1	22.57923	22.53619	22.09684	23.65305	23.66232	23.40406	-1.16905721	2.575817922
A0A024R2H7;Q96Q11;C9JRS7;F8W8C3	A0A024R2H7;Q96Q11	"CCA tRNA nucleotidyltransferase 1, mitochondrial"	TRNT1	24.83605	24.99451	25.71117	25.17322	24.95784	26.00992	-0.199748357	0.181560973
A0A024R2I7;Q9NS91;Q53H10;F8WE49;H7C3I2;H7C0A5	A0A024R2I7;Q9NS91;Q53H10	E3 ubiquitin-protein ligase RAD18	RAD18	27.18272	26.84362	26.40732	26.8387	26.85923	26.80045	-0.02157402	0.032334629
A0A024R2K1;P20339;A0A0A1HAN9;F8VVZ0;F8VWU4;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7	A0A024R2K1;P20339;A0A0A1HAN9	Ras-related protein Rab-5A	RAB5A	27.61456	27.97388	28.25341	27.57029	27.75735	28.16351	0.116898855	0.173906219
A0A024R2L1;Q8TAF3;F8W9K4;F8W7Q3;C9JC24;F8W7Y5;F8W6P2	A0A024R2L1;Q8TAF3	WD repeat-containing protein 48	WDR48	26.03046	26.11759	25.8475	26.05577	26.13925	25.94161	-0.047025045	0.182708779
A0A024R2M7;O95747;C9JIG9;F8WBK9	A0A024R2M7;O95747;C9JIG9	Serine/threonine-protein kinase OSR1	OXSR1	27.69604	27.93089	27.79507	27.15663	27.58799	27.99556	0.227275848	0.379421707
A0A024R2M8;D2CPI8;D2CPJ1;D2CPJ3;D2CPJ0;D2CPI9;D2CPK0;D2CPK7;E7EUB5;D2CPJ5;D2CPK1;D2CPJ4;D2CPJ8;D2CPK4;D2CPJ2;D2CPK2;D2CPJ9	A0A024R2M8		XPC	28.11684	28.02765	27.53312	28.32809	28.23731	27.7611	-0.216296514	0.356220145
A0A024R2N6;P30414;Q6M1B8;A0A087WYW3;Q6N014;Q59EC3;Q6MZH6;C9JMM5;A8K7K2;Q6M1B6	A0A024R2N6;P30414;Q6M1B8;A0A087WYW3	NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase	NKTR;DKFZp686J06106	25.34604	24.96794	24.83514	25.22229	24.80287	24.92999	0.064657211	0.119581044
A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9;E7EMJ5;G9GAG7;E9PDF9;E7EV28;C9IZ65	A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9	Catenin beta-1	CTNNB1	30.49505	30.48664	30.3053	30.65855	30.72297	30.36682	-0.153785706	0.539431198
A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4;E7EX53;B4DEN1;A4D1Q5;E7ERA2	A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4	Ribosomal protein L15;60S ribosomal protein L15	RPL15	29.61985	29.55508	29.61824	29.44656	29.33741	29.33238	0.225609461	2.202719934
A0A024R2T2;Q96AT1	A0A024R2T2;Q96AT1	Uncharacterized protein KIAA1143	KIAA1143	24.76598	24.75679	24.84838	24.51141	25.06751	24.76309	0.009710312	0.019787556
A0A024R2T6;Q7L2E3;H7BXY3;Q6W6M7;F6R0H4	A0A024R2T6;Q7L2E3;H7BXY3	Putative ATP-dependent RNA helicase DHX30	DHX30	26.85507	27.43285	27.28868	26.66397	26.86821	26.92059	0.374610265	0.918662769
A0A024R2U6;P52756;Q59HE6;A0A0S2Z549;C9JFQ5;E1CJT4;A0A0S2Z5U0;C9J9P7;C9JR02;F8W910;F8WE23	A0A024R2U6;P52756;Q59HE6	RNA-binding protein 5	RBM5	28.26816	27.95876	27.58949	28.04547	27.97503	27.74894	0.015659332	0.024299011
A0A024R2U9;C9JIF9;P13798;H7C393;C9JLK2;H7C1U0;F8WEH5	A0A024R2U9;C9JIF9;P13798;H7C393	Acylamino-acid-releasing enzyme	APEH	25.19284	25.62439	25.22295	25.03507	25.51256	25.04172	0.150275548	0.288325853
A0A024R2W4;Q14118	A0A024R2W4;Q14118	Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	DAG1	25.09047	25.00265	25.42198	25.47939	25.52901	25.42598	-0.306429545	1.099032957
A0A024R305;Q92560;F8W6N3;H0Y8E8;F8WEY5;C9J7L9	A0A024R305;Q92560;F8W6N3	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	24.3434	23.98059	24.79927	24.29852	24.11458	24.31976	0.130133311	0.204603202
A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8;A0A1W2PQ89	A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8	ATR-interacting protein	TREX1;ATRIP	25.42413	25.10861	24.84173	25.27088	25.59369	25.57228	-0.35412852	0.829268565
A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21;A0A0B6XK12;Q5JR07;Q5JR05;C9JRM1;Q5JR06;E9PN11;U3KQA9;U3KQV3;P62745	A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21	Transforming protein RhoA	RHOA;ARHA	27.54922	28.13697	28.13315	27.62115	28.06892	28.19592	-0.022212982	0.028514053
A0A024R326;Q6IPI1;P47914	A0A024R326;Q6IPI1;P47914	60S ribosomal protein L29	RPL29	26.52256	26.76686	27.37724	26.40566	26.40837	26.87561	0.325674693	0.47325564
A0A024R328;Q05655;B4DFV1;C9K0E3;C9JZU8;C9J9P1	A0A024R328;Q05655;B4DFV1	Protein kinase C delta type;Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit;Protein kinase C	PRKCD	22.11476	23.43721	23.28249	23.40899	23.50203	23.39428	-0.490279516	0.513286337
A0A024R332;Q6I9Y2;A0A024R341;F8WF22;H7C5E3	A0A024R332;Q6I9Y2;A0A024R341	THO complex subunit 7 homolog	NIF3L1BP1;THOC7	26.25398	26.41211	26.306	26.30081	26.11092	26.3743	0.062021891	0.272548484
A0A024R333;Q6UXN9;C9JBU3;C9J355	A0A024R333;Q6UXN9	WD repeat-containing protein 82	TMEM113;WDR82	28.43837	28.28617	28.67128	28.49446	28.51446	28.56096	-0.058019638	0.1960474
A0A024R338;Q9UHJ3;C9IZZ5;C9IY64	A0A024R338;Q9UHJ3	Scm-like with four MBT domains protein 1	SFMBT1	22.82958	22.16113	22.85819	23.21839	22.76055	22.41908	-0.183039347	0.219585045
A0A024R370;P82094;B4DQY7;F8WF45;Q6PII6	A0A024R370;P82094;B4DQY7;F8WF45	TATA element modulatory factor	TMF1	26.5745	26.66614	26.5819	27.02052	27.15914	26.89781	-0.418306351	2.175254436
A0A024R377;Q6IQ32;H0YLN6;H0YM09	A0A024R377;Q6IQ32	ADNP homeobox protein 2	KIAA0863;ADNP2	27.92139	27.70721	27.42958	27.94821	27.78862	27.52686	-0.068502426	0.134272189
A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9;H3BNW0	A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9	THUMP domain-containing protein 1	THUMPD1;DKFZp686C1054;44M2.1	27.18139	26.69538	27.4617	27.05869	27.258	27.52006	-0.16608874	0.252824739
A0A024R394;Q9UHD1;A0A024R3C3;E9PHZ2;E9PPQ5;Q9NZ93;E9PIZ4;E9PSD5;E9PL00;E9PIF7	A0A024R394;Q9UHD1;A0A024R3C3	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	27.5244	27.98723	27.96505	27.42606	27.76604	27.82238	0.154064178	0.32444008
A0A024R395;P49959;F8W7U8;Q05D78;F5GXT0;Q9BS79;F5H742;A0A0S2Z438;F5H256	A0A024R395;P49959;F8W7U8;Q05D78	Double-strand break repair protein MRE11A	MRE11A	29.63282	29.5687	29.38371	29.67154	29.59521	29.65185	-0.111122131	0.642245771
A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4;E9PQV9;E9PLH8;E9PM78;H0YD80;E9PLS2;J3QQL8;H0Y9C5;H0Y907	A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4	DCN1-like protein;DCN1-like protein 5	DCUN1D5	28.13868	28.14715	28.12608	27.65983	28.04822	27.96091	0.247648875	0.985507095
A0A024R3A8;Q9BRL6;A4D2F7	A0A024R3A8;Q9BRL6	Serine/arginine-rich splicing factor 8	SRP46;SRSF8	24.44815	24.44361	24.28051	24.39513	23.80312	24.42002	0.184668223	0.369707144
A0A024R3H2;Q92673;E9PKB0;B4DG45;E9PS32;B4DHG9;E9PP43;B4DYT0;E9PPB3;B4DJ13	A0A024R3H2;Q92673;E9PKB0;B4DG45;E9PS32;B4DHG9;E9PP43;B4DYT0;E9PPB3;B4DJ13	Sortilin-related receptor	SORL1	25.3332	25.79457	25.96049	22.18258	25.94994	25.76215	1.064527512	0.357524702
A0A024R3H3;O00534;A8K6N3;B4DHS6;B2RC43	A0A024R3H3;O00534;A8K6N3;B4DHS6	von Willebrand factor A domain-containing protein 5A	LOH11CR2A;VWA5A	25.02796	25.20665	25.56157	25.1332	24.99641	25.22982	0.14557902	0.354501503
A0A024R3J7;P46977;A0A0C4DH80;E9PN73;E9PI32	A0A024R3J7;P46977	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	hCG_2032701;STT3A	26.43776	26.89134	27.13448	26.34826	26.98	26.97279	0.054175695	0.064468965
A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1;E9PJU3;E9PJG2;E9PQB0;E9PJE1;E9PM88	A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1	Nuclear factor related to kappa-B-binding protein	NFRKB	26.49873	26.47181	26.28383	26.7291	26.14235	26.30274	0.026728948	0.048839348
A0A024R3M1;Q9P016	A0A024R3M1;Q9P016	Thymocyte nuclear protein 1	THYN1	29.29007	29.23875	29.45221	29.61681	29.14664	29.43354	-0.071990967	0.181247463
A0A024R3P9;Q9H3P7	A0A024R3P9;Q9H3P7	Golgi resident protein GCP60	ACBD3	26.03521	26.42087	26.40469	25.91335	26.31143	26.35284	0.094381968	0.191997501
A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190;F5H0C7;H0YGG7	A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	29.18947	29.26763	29.84864	29.40156	29.82238	29.87818	-0.265457789	0.444416296
A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1;A0PJ81;H7C5R6;H0Y7Y8	A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1	AT-rich interactive domain-containing protein 4B	ARID4B	27.11118	26.9257	26.6967	26.90885	26.7397	26.60045	0.161526998	0.467966684
A0A024R3R5;Q14739;C9JXK0;B4E0Z3;C9JES9	A0A024R3R5;Q14739;C9JXK0	Lamin-B receptor	LBR	29.96623	30.14674	29.71981	30.25901	30.215	30.07865	-0.239958445	0.822750818
A0A024R3T8;P09874;B2R5W3;B4E0E1;Q05D33;Q6PJL0;Q96P95;Q5VX84;Q5VX85	A0A024R3T8;P09874;B2R5W3;B4E0E1	Poly [ADP-ribose] polymerase 1	PARP1	34.59062	34.35541	34.19484	34.67351	34.41828	34.3956	-0.115507762	0.326540715
A0A024R3V0;Q9NUQ6;B8ZZZ7;F8W6C2;C9JW67;C9JGM8;F8VT91;C9JKE4;F8VZ02;H7C2G5;F2Z2S1;C9IZC3;C9J8M7;Q4ZFW0;F8WAV0	A0A024R3V0;Q9NUQ6;B8ZZZ7;F8W6C2	SPATS2-like protein	DNAPTP6;SPATS2L	27.6071	28.73973	28.48266	27.62059	28.69186	28.4888	0.009415309	0.006506758
A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1;Q9NRI2;Q7Z3N9	A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1	Translin-associated protein X	TSNAX;DISC1	21.90531	25.75664	26.1427	25.28394	25.42496	25.92068	-0.941644669	0.276844769
A0A024R3W7;P24534;A4D1M6;C9JZW3;F2Z2G2;F8WF65	A0A024R3W7;P24534;A4D1M6;C9JZW3	Elongation factor 1-beta	EEF1B2;LOC392793	27.47576	28.50885	28.55633	27.20415	28.10639	28.2147	0.338562012	0.286947177
A0A024R3Z1;A0A024R407;P11137;Q6NYC5;A0A024R3Y8;E7EV03;A8K5Y1;A0A024R409;Q59FX9;A8MZ31;Q16296	A0A024R3Z1;A0A024R407;P11137;Q6NYC5	Microtubule-associated protein;Microtubule-associated protein 2	MAP2	23.41867	24.09933	23.98971	22.17451	23.85158	24.10837	0.457749049	0.287981796
A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032;G2XKQ0	A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032	Small ubiquitin-related modifier 1	SUMO1	31.17248	31.11917	30.48135	31.02115	31.02373	30.85281	-0.041564941	0.063053345
A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41;H0Y503;C9JFN4;C9J188;C9JWF5;Q3LIC9;C9JV57	A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41	Basic leucine zipper and W2 domain-containing protein 1	BZW1;hCG_2022736	29.86928	30.02433	29.91299	29.7843	29.98888	29.85913	0.058095932	0.314626563
A0A024R411;Q13416;B4DYU9;B8ZZ80;C9JK08	A0A024R411;Q13416;B4DYU9	Origin recognition complex subunit 2	ORC2L;ORC2	28.0403	27.81909	28.08694	28.32062	28.10684	27.81989	-0.100336711	0.236413
A0A024R419;B3KMB8;Q9NYY8	A0A024R419;B3KMB8;Q9NYY8	FAST kinase domain-containing protein 2	KIAA0971;FASTKD2	23.90545	24.42598	24.29887	21.97491	23.80519	24.29355	0.852221807	0.517451283
A0A024R464;Q9H8Y5;B8ZZS4;B4E0V1;B4DZT1;C9K022;C9JQZ3;C9JS61	A0A024R464;Q9H8Y5;B8ZZS4	Ankyrin repeat and zinc finger domain-containing protein 1	ANKZF1	25.77861	25.81512	25.68619	25.67855	25.58003	25.92933	0.030666351	0.099237191
A0A024R475;Q13618;Q53S54;B7Z600;A0A087WTG3;H7C1L6;H7C399;A0A087X1R9	A0A024R475;Q13618;Q53S54;B7Z600	Cullin-3	CUL3	28.56518	28.6803	28.84371	28.49534	28.78379	28.86782	-0.019252777	0.047522864
A0A024R486;A0A087X1I8;Q7Z3E5;C9JW07;H7C3U7;H7BZY2;C9J535;H7BZA2;H7C2P6	A0A024R486;A0A087X1I8;Q7Z3E5	LisH domain-containing protein ARMC9	ARMC9	24.81617	25.43756	25.1715	25.47723	25.32992	25.37156	-0.25116094	0.607875435
A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02;C9JYW2;C9JLB1;C9J1H7;C9JWL1	A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02	Nucleolin	NCL	34.8803	34.56144	34.51035	34.89419	34.56757	34.75568	-0.088451385	0.232140344
A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6;H7C0A4;Q2HJC8;Q6ZN49;C9JIZ1;Q5HYC5;C9J5E5;C9JZI8;H7C2D1;C9JES8;C9JHZ8;H7BZC3;C9JHS7;C9JK79;C9JT62;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;C9JMQ6;C9J739;H7C3D0;C9JHS9	A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6	Vigilin	HDLBP	29.82308	30.19413	30.10649	29.87897	30.15436	30.09786	-0.002494812	0.005844516
A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3;H0Y975;K7EIE3	A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3	Arginine-glutamic acid dipeptide repeats protein	RERE	26.32138	26.34531	26.45084	26.59818	26.67492	26.63948	-0.265016556	2.362547682
A0A024R4F1;P06733;E2DRY6;K7EM90;A4UCS8;A4QMW8;E5RI09;E5RG95;Q9NPL4;B4DUJ6	A0A024R4F1;P06733;E2DRY6	Alpha-enolase;Enolase	ENO1	33.95185	33.91072	34.58447	33.96809	33.90203	34.52537	0.017186483	0.019434695
A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0;M0QXE6;M0QXQ2;M0QZB4;M0R3H8;M0R2I8;M0R2J2	A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0	DNA polymerase;DNA polymerase delta catalytic subunit	POLD1	29.33539	29.35342	29.1154	29.3521	29.426	29.41319	-0.129024506	0.741412302
A0A024R4G1;Q8N1G4	A0A024R4G1;Q8N1G4	Leucine-rich repeat-containing protein 47	LRRC47	29.38712	29.5681	29.56926	29.16387	29.28043	29.70332	0.12562116	0.290842514
A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	Mitotic spindle assembly checkpoint protein MAD2B	MAD2L2	26.56221	26.80354	25.68862	26.20771	26.80575	26.00817	0.010908763	0.00864906
A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732;F2Z3C0;A8MXK4	A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732	40S ribosomal protein S9	RPS9	28.91508	29.44865	29.45476	28.58362	29.01052	29.4397	0.261545817	0.356941577
A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	tRNA-splicing endonuclease subunit Sen34	TSEN34	24.70477	24.16392	24.46432	24.59599	24.83466	24.93553	-0.34438769	0.860734384
A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	Zinc finger protein 444	ZNF444	23.78666	23.97666	23.73872	24.21089	23.90251	23.68966	-0.100341161	0.23495536
A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	TCF3 fusion partner	TFPT	24.34184	24.38621	24.47914	24.48941	24.35931	24.59457	-0.078699112	0.424348054
A0A024R4R3;O75175;B7Z6J7;H7C3F5;Q6ZMJ6;H0Y5X7;H7C5J4;A0A0G2JPP0;H7C148;A0A0G2JN65	A0A024R4R3;O75175;B7Z6J7	CCR4-NOT transcription complex subunit 3	CNOT3	25.13899	25.78187	26.84685	25.06484	25.875	26.07645	0.250473022	0.160426803
A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6;C9J1N5;H7BZP5;A0A0G2JN70	A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3	Leukocyte receptor cluster member 8	LENG8	27.91171	27.83804	27.60562	28.04354	27.88478	27.88524	-0.15272967	0.649470704
A0A024R4S0;O43633;M0R1T5;M0R1L7;M0QXX8	A0A024R4S0;O43633;M0R1T5;M0R1L7	Charged multivesicular body protein 2a	CHMP2A	26.08229	26.03565	26.15675	26.27209	26.40912	26.67721	-0.36124293	1.360275746
A0A024R4S1;Q9Y6I3;B4DU91;D6R907;D6RBI9	A0A024R4S1;Q9Y6I3;B4DU91	Epsin-1	EPN1	28.72367	28.70421	28.99283	29.00209	29.10712	28.74336	-0.14395078	0.431700008
A0A024R4S2;Q9BZL4;K7EL81;B4DLW4;K7ER83	A0A024R4S2;Q9BZL4;K7EL81;B4DLW4	Protein phosphatase 1 regulatory subunit 12C	PPP1R12C	24.26213	24.60789	24.63362	24.74494	24.80361	25.04731	-0.364074071	1.131060221
A0A024R4T4;P61081;M0QX69;M0QYI6	A0A024R4T4;P61081	NEDD8-conjugating enzyme Ubc12	UBE2M	28.04177	28.22766	28.03449	28.16447	27.90478	28.06204	0.057543437	0.228858966
A0A024R4U0;Q9NP61;B7Z6L2;B0QYV8;B0QYV9	A0A024R4U0;Q9NP61;B7Z6L2	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	24.78217	24.79377	24.96583	24.80651	25.25317	25.24978	-0.255898158	0.734042017
A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61;Q59G93;Q5CZ83;Q659H0	A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61		BRD1;DKFZp434B094	28.3836	28.38825	27.71699	28.38533	28.21308	27.89828	-0.002614975	0.003229968
A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8;H7C089;F8WBU8	A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8	Tetratricopeptide repeat protein 38	FLJ20699;TTC38	24.36886	24.39904	24.78217	23.97255	24.0982	24.65392	0.275131861	0.482114079
A0A024R4X0;P00387;Q6ZVI6;B1AHF3	A0A024R4X0;P00387;Q6ZVI6	NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	25.39103	25.63694	26.06351	25.48932	25.8715	25.6554	0.025087992	0.037744583
A0A024R4X7;Q9UKX7;B4E2D3;B0QY21;X6RKQ2;B1AHA5	A0A024R4X7;Q9UKX7	Nuclear pore complex protein Nup50	hCG_1989366;NUP50	29.87081	29.76606	29.62377	29.90024	29.71066	29.67143	-0.007234573	0.024058771
A0A024R4Z6;Q08945;E9PMD4;Q59GH7;A0A0U1RRK2;E9PPZ7	A0A024R4Z6;Q08945	FACT complex subunit SSRP1	SSRP1	32.38913	32.10699	31.95615	32.38741	32.23218	32.13883	-0.102045695	0.281107418
A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27;E9PRK8;E9PKY7;A9JQE1;E9PPQ4;E9PQR3;E9PKM5;E9PK45	A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27	"Ferritin;Ferritin heavy chain;Ferritin heavy chain, N-terminally processed"	FTH1	26.54507	26.58992	27.07735	26.30989	26.73995	26.79798	0.121505737	0.204278235
A0A024R534;O94776	A0A024R534;O94776	Metastasis-associated protein MTA2	MTA2	29.51435	29.55719	29.49452	29.69787	29.71525	29.59278	-0.14661471	1.584235793
A0A024R542;Q9C0C2;B3KXS7;E9PKK0;Q86TK2;E9PKE7	A0A024R542;Q9C0C2;B3KXS7	182 kDa tankyrase-1-binding protein	TNKS1BP1	28.09974	28.70068	29.14453	27.82693	28.61621	28.74756	0.251413981	0.236933678
A0A024R565;Q9UI30;F5GX77;F5GYQ2	A0A024R565;Q9UI30;F5GX77;F5GYQ2	Multifunctional methyltransferase subunit TRM112-like protein	HSPC152;TRMT112	27.7934	27.03811	28.21081	27.69505	27.66064	27.58018	0.035481135	0.034795099
A0A024R566;A0A024R5D9;A0A024R572;Q15637;B4DJU4;Q14820;F8WEV5;C9J792	A0A024R566;A0A024R5D9;A0A024R572;Q15637;B4DJU4	Splicing factor 1	SF1	31.00691	30.65804	30.98217	30.97521	30.73125	30.65489	0.095256805	0.25541863
