Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	log2 fold change	p-value
A0A024R201;Q9UNM6;Q53GN6;B2RBM7;B4DJ66;Q9Y6E3;J3KNQ3;A0A087WUL9;E9PL38;H0YD73;Q9UNM7;E9PQG3;E9PPD2;Q5HYL3;F8W8J6	A0A024R201;Q9UNM6;Q53GN6;B2RBM7;B4DJ66;Q9Y6E3;J3KNQ3;A0A087WUL9;E9PL38;H0YD73	26S proteasome non-ATPase regulatory subunit 13	PSMD13	27.81702	28.37132	27.89076	28.15668	28.59655	29.19479	-0.622974396	0.831461457
A0A024R216;Q9Y3E1;H3BPQ6;H3BPM9	A0A024R216;Q9Y3E1	Hepatoma-derived growth factor-related protein 3	HDGFRP3	27.2479	26.67909	26.92105	28.26924	27.95676	27.4086	-0.928853989	1.436323707
A0A024R222;B4DHQ3;Q9Y617;A0A024R280;B4DHX7;A9LS35	A0A024R222;B4DHQ3;Q9Y617;A0A024R280	Phosphoserine aminotransferase	PSAT1	28.27547	28.01882	27.92654	29.46262	29.65806	29.6227	-1.507516861	3.629754277
A0A024R233;A0A024R225;B7Z2R3;U3KQJ2;B1AN86	A0A024R233;A0A024R225;B7Z2R3		TJP2	30.60505	30.66433	30.60788	30.78978	30.75994	30.4827	-0.051721573	0.199866803
A0A024R273;A8K4G2;A0A024R244;P43405;C3W981;C3W980;Q13196;B0YIV3;Q8NFD2	A0A024R273;A8K4G2;A0A024R244;P43405	Tyrosine-protein kinase;Tyrosine-protein kinase SYK	SYK	26.28313	26.26665	26.23612	22.45731	22.72557	22.80406	3.599651972	5.350172014
A0A024R277;O15269;Q6NUL7;Q59EQ4;B4DR90	A0A024R277;O15269;Q6NUL7;Q59EQ4	Serine palmitoyltransferase 1	SPTLC1	24.52868	24.88488	24.49662	24.47698	24.79645	24.4213	0.071816127	0.15764264
A0A024R294;Q96BD8;K7EPW0;K7EP61	A0A024R294;Q96BD8	Spindle and kinetochore-associated protein 1	C18orf24;SKA1	25.22347	24.85766	24.93184	25.91251	26.41619	26.0648	-1.126844406	2.423740945
A0A024R2A8;Q96JG8;A0A024R286;D6RBW3	A0A024R2A8;Q96JG8	Melanoma-associated antigen D4	MAGED4	22.15378	23.13669	23.13006	24.659	24.81416	25.0518	-2.034809113	2.379313584
A0A024R2C5;O75351;A8K5D8;A8K4G7	A0A024R2C5;O75351;A8K5D8;A8K4G7	Vacuolar protein sorting-associated protein 4B	VPS4B	27.83966	27.66635	27.65601	27.85567	27.92485	27.88983	-0.169442495	1.265487596
A0A024R2F9;Q9BTV4;A0A0S2Z5N2;V9GY05	A0A024R2F9;Q9BTV4;A0A0S2Z5N2	Transmembrane protein 43	TMEM43	23.99395	25.35968	24.17638	24.158	24.2062	24.85624	0.103188197	0.074948172
A0A024R2G2;Q9BXW9;H7BZJ7;F8WE37	A0A024R2G2;Q9BXW9	Fanconi anemia group D2 protein	FANCD2	29.13396	28.81696	28.91436	29.39838	29.41792	29.01305	-0.32135582	0.928480738
A0A024R2G8;O15084;B4DIW9;B4DS25;H7C4A0;B7Z6Z7;Q53T07;H7C209;Q8N8A2	A0A024R2G8;O15084;B4DIW9	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	ANKRD28	24.23965	24.12731	24.09338	24.57865	24.88772	24.55877	-0.521600087	1.973584904
A0A024R2H1;Q01826;C9J3I0;H0YN86;C9JLL5;C9J7F3;C9JGL9;C9IZC5;C9JP21	A0A024R2H1;Q01826	DNA-binding protein SATB;DNA-binding protein SATB1	SATB1	22.96465	22.37532	22.36331	22.57923	22.53619	22.09684	0.163672765	0.259353089
A0A024R2H7;Q96Q11;C9JRS7;F8W8C3	A0A024R2H7;Q96Q11	"CCA tRNA nucleotidyltransferase 1, mitochondrial"	TRNT1	25.88844	25.96776	25.65848	24.83605	24.99451	25.71117	0.65765063	1.085854644
A0A024R2I7;Q9NS91;Q53H10;F8WE49;H7C3I2;H7C0A5	A0A024R2I7;Q9NS91;Q53H10	E3 ubiquitin-protein ligase RAD18	RAD18	26.61526	26.47593	26.8441	27.18272	26.84362	26.40732	-0.166121165	0.266940667
A0A024R2K1;P20339;A0A0A1HAN9;F8VVZ0;F8VWU4;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7	A0A024R2K1;P20339;A0A0A1HAN9	Ras-related protein Rab-5A	RAB5A	27.21568	27.03171	27.21085	27.61456	27.97388	28.25341	-0.794539769	1.822453952
A0A024R2L1;Q8TAF3;F8W9K4;F8W7Q3;C9JC24;F8W7Y5;F8W6P2	A0A024R2L1;Q8TAF3	WD repeat-containing protein 48	WDR48	25.58486	25.69737	25.5848	26.03046	26.11759	25.8475	-0.376175563	1.889568103
A0A024R2M7;O95747;C9JIG9;F8WBK9	A0A024R2M7;O95747;C9JIG9	Serine/threonine-protein kinase OSR1	OXSR1	27.45419	26.99486	27.28392	27.69604	27.93089	27.79507	-0.563014348	1.698026759
A0A024R2M8;D2CPI8;D2CPJ1;D2CPJ3;D2CPJ0;D2CPI9;D2CPK0;D2CPK7;E7EUB5;D2CPJ5;D2CPK1;D2CPJ4;D2CPJ8;D2CPK4;D2CPJ2;D2CPK2;D2CPJ9	A0A024R2M8		XPC	28.9081	28.83828	28.95754	28.11684	28.02765	27.53312	1.008771261	2.261532328
A0A024R2N6;P30414;Q6M1B8;A0A087WYW3;Q6N014;Q59EC3;Q6MZH6;C9JMM5;A8K7K2;Q6M1B6	A0A024R2N6;P30414;Q6M1B8;A0A087WYW3	NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase	NKTR;DKFZp686J06106	25.59841	25.46722	25.39787	25.34604	24.96794	24.83514	0.43812561	1.254329072
A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9;E7EMJ5;G9GAG7;E9PDF9;E7EV28;C9IZ65	A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9	Catenin beta-1	CTNNB1	28.42426	28.29894	28.23768	30.49505	30.48664	30.3053	-2.108704249	4.851466697
A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4;E7EX53;B4DEN1;A4D1Q5;E7ERA2	A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4	Ribosomal protein L15;60S ribosomal protein L15	RPL15	29.01521	29.51448	29.34718	29.61985	29.55508	29.61824	-0.305436452	0.964828012
A0A024R2T2;Q96AT1	A0A024R2T2;Q96AT1	Uncharacterized protein KIAA1143	KIAA1143	24.81982	24.96768	25.38377	24.76598	24.75679	24.84838	0.266706467	0.711066818
A0A024R2T4;O94889;B4DHW4;Q647K1;Q6PJF0;Q9H8E7;C9J4G4;F8WCL4;F8WF78;Q96B51	A0A024R2T4;O94889;B4DHW4;Q647K1;Q6PJF0	Kelch-like protein 18	KLHL18	25.90254	25.83016	25.60295	21.50885	21.68294	21.77389	4.123320897	5.38118732
A0A024R2T6;Q7L2E3;H7BXY3;Q6W6M7;F6R0H4	A0A024R2T6;Q7L2E3;H7BXY3	Putative ATP-dependent RNA helicase DHX30	DHX30	24.54946	24.64883	23.87164	26.85507	27.43285	27.28868	-2.835557302	3.157741795
A0A024R2U6;P52756;Q59HE6;A0A0S2Z549;C9JFQ5;E1CJT4;A0A0S2Z5U0;C9J9P7;C9JR02;F8W910;F8WE23	A0A024R2U6;P52756;Q59HE6	RNA-binding protein 5	RBM5	29.51164	29.38521	29.55865	28.26816	27.95876	27.58949	1.546360652	2.798322957
A0A024R2U9;C9JIF9;P13798;H7C393;C9JLK2;H7C1U0;F8WEH5	A0A024R2U9;C9JIF9;P13798;H7C393	Acylamino-acid-releasing enzyme	APEH	23.58703	23.93517	20.998	25.19284	25.62439	25.22295	-2.506656647	1.2558141
A0A024R2W4;Q14118	A0A024R2W4;Q14118	Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan	DAG1	22.86696	21.01958	21.53572	25.09047	25.00265	25.42198	-3.364279429	2.398932103
A0A024R305;Q92560;F8W6N3;H0Y8E8;F8WEY5;C9J7L9	A0A024R305;Q92560;F8W6N3	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	25.02918	25.37826	24.93979	24.3434	23.98059	24.79927	0.741324107	1.27824986
A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8;A0A1W2PQ89	A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8	ATR-interacting protein	TREX1;ATRIP	25.58826	25.06394	25.66324	25.42413	25.10861	24.84173	0.313660304	0.549168142
A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21;A0A0B6XK12;Q5JR07;Q5JR05;C9JRM1;Q5JR06;E9PN11;U3KQA9;U3KQV3;P62745	A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21	Transforming protein RhoA	RHOA;ARHA	26.39772	26.70741	26.18548	27.54922	28.13697	28.13315	-1.509576797	2.439082149
A0A024R326;Q6IPI1;P47914	A0A024R326;Q6IPI1;P47914	60S ribosomal protein L29	RPL29	26.54461	26.61723	22.76927	26.52256	26.76686	27.37724	-1.578516642	0.537418908
A0A024R332;Q6I9Y2;A0A024R341;F8WF22;H7C5E3	A0A024R332;Q6I9Y2;A0A024R341	THO complex subunit 7 homolog	NIF3L1BP1;THOC7	26.88449	26.69936	26.75519	26.25398	26.41211	26.306	0.455647151	2.498113592
A0A024R333;Q6UXN9;C9JBU3;C9J355	A0A024R333;Q6UXN9	WD repeat-containing protein 82	TMEM113;WDR82	28.95441	29.16902	29.09718	28.43837	28.28617	28.67128	0.608260473	2.041635584
A0A024R338;Q9UHJ3;C9IZZ5;C9IY64	A0A024R338;Q9UHJ3	Scm-like with four MBT domains protein 1	SFMBT1	22.56377	23.0692	23.24848	22.82958	22.16113	22.56952	0.440406799	0.711841917
A0A024R370;P82094;B4DQY7;F8WF45;Q6PII6	A0A024R370;P82094;B4DQY7;F8WF45	TATA element modulatory factor	TMF1	26.25564	26.24389	25.22442	26.5745	26.66614	26.5819	-0.699530284	0.954452649
A0A024R377;Q6IQ32;H0YLN6;H0YM09	A0A024R377;Q6IQ32	ADNP homeobox protein 2	KIAA0863;ADNP2	27.20611	27.16624	27.29193	27.92139	27.70721	27.42958	-0.464632034	1.465450272
A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9;H3BNW0	A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9	THUMP domain-containing protein 1	THUMPD1;DKFZp686C1054;44M2.1	28.52518	28.65578	28.54562	27.18139	26.69538	27.4617	1.462700526	2.521505329
A0A024R394;Q9UHD1;A0A024R3C3;E9PHZ2;E9PPQ5;Q9NZ93;E9PIZ4;E9PSD5;E9PL00;E9PIF7	A0A024R394;Q9UHD1;A0A024R3C3	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	26.62951	26.76939	26.59946	27.5244	27.98723	27.96505	-1.159439723	2.720172199
A0A024R395;P49959;F8W7U8;Q05D78;F5GXT0;Q9BS79;F5H742;A0A0S2Z438;F5H256	A0A024R395;P49959;F8W7U8;Q05D78	Double-strand break repair protein MRE11A	MRE11A	30.4181	30.15267	30.32098	29.63282	29.5687	29.38371	0.768842061	2.691815472
A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4;E9PQV9;E9PLH8;E9PM78;H0YD80;E9PLS2;J3QQL8;H0Y9C5;H0Y907	A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4	DCN1-like protein;DCN1-like protein 5	DCUN1D5	28.63097	28.48869	28.65058	28.13868	28.14715	28.12608	0.452775319	3.038696866
A0A024R3A8;Q9BRL6;A4D2F7	A0A024R3A8;Q9BRL6	Serine/arginine-rich splicing factor 8	SRP46;SRSF8	25.29358	25.04389	25.38956	24.44815	24.44361	24.28051	0.851589203	2.724916853
A0A024R3H2;Q92673;E9PKB0;B4DG45;E9PS32;B4DHG9;E9PP43;B4DYT0;E9PPB3;B4DJ13	A0A024R3H2;Q92673;E9PKB0;B4DG45;E9PS32;B4DHG9;E9PP43;B4DYT0;E9PPB3;B4DJ13	Sortilin-related receptor	SORL1	22.59686	22.03059	23.65009	25.3332	25.79457	25.96049	-2.936902364	2.344938096
A0A024R3H3;O00534;A8K6N3;B4DHS6;B2RC43	A0A024R3H3;O00534;A8K6N3;B4DHS6	von Willebrand factor A domain-containing protein 5A	LOH11CR2A;VWA5A	21.82914	21.84746	20.90899	25.02796	25.20665	25.56157	-3.736860275	3.373957622
A0A024R3H5;Q6ZUT1;E9PQL5;E9PSC8;E9PKA8	A0A024R3H5;Q6ZUT1;E9PQL5;E9PSC8;E9PKA8	Uncharacterized protein C11orf57	C11orf57	25.90541	25.67673	25.6426	21.93578	24.4845	24.16039	2.214688619	1.289352637
A0A024R3J7;P46977;A0A0C4DH80;E9PN73;E9PI32	A0A024R3J7;P46977	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	hCG_2032701;STT3A	25.88311	26.43535	26.01137	26.43776	26.89134	27.13448	-0.711248398	1.265703884
A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1;E9PJU3;E9PJG2;E9PQB0;E9PJE1;E9PM88	A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1	Nuclear factor related to kappa-B-binding protein	NFRKB	27.36344	27.2985	27.27213	26.49873	26.47181	26.28383	0.89323171	3.595308335
A0A024R3M1;Q9P016	A0A024R3M1;Q9P016	Thymocyte nuclear protein 1	THYN1	28.32856	28.14579	28.27591	29.29007	29.23875	29.45221	-1.076920827	3.666946079
A0A024R3P1;O15121	A0A024R3P1;O15121	Sphingolipid delta(4)-desaturase DES1	DEGS1	24.50476	24.74263	24.4837	21.72208	21.89243	22.04788	2.689568837	4.552607451
A0A024R3P9;Q9H3P7	A0A024R3P9;Q9H3P7	Golgi resident protein GCP60	ACBD3	25.66327	25.81086	25.63799	26.03521	26.42087	26.40469	-0.582886378	1.882484198
A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190;F5H0C7;H0YGG7	A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	29.11996	29.3004	29.24941	29.18947	29.26763	29.84864	-0.211991628	0.420847869
A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1;A0PJ81;H7C5R6;H0Y7Y8	A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1	AT-rich interactive domain-containing protein 4B	ARID4B	26.56802	26.17984	26.55286	27.11118	26.9257	26.6967	-0.477621078	1.282830208
A0A024R3R5;Q14739;C9JXK0;B4E0Z3;C9JES9	A0A024R3R5;Q14739;C9JXK0	Lamin-B receptor	LBR	30.63288	30.40192	30.56692	29.96623	30.14674	29.71981	0.589646022	1.851724609
A0A024R3T8;P09874;B2R5W3;B4E0E1;Q05D33;Q6PJL0;Q96P95;Q5VX84;Q5VX85	A0A024R3T8;P09874;B2R5W3;B4E0E1	Poly [ADP-ribose] polymerase 1	PARP1	35.48222	35.56527	35.57212	34.59062	34.35541	34.19484	1.159585317	3.213790725
A0A024R3V0;Q9NUQ6;B8ZZZ7;F8W6C2;C9JW67;C9JGM8;F8VT91;C9JKE4;F8VZ02;H7C2G5;F2Z2S1;C9IZC3;C9J8M7;Q4ZFW0;F8WAV0	A0A024R3V0;Q9NUQ6;B8ZZZ7;F8W6C2	SPATS2-like protein	DNAPTP6;SPATS2L	21.37561	23.65308	23.35621	27.6071	28.73973	28.48266	-5.481530507	2.639080133
A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1;Q9NRI2;Q7Z3N9	A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1	Translin-associated protein X	TSNAX;DISC1	25.43046	25.58199	25.51418	21.79111	25.75664	26.1427	0.945394516	0.272360654
A0A024R3W7;P24534;A4D1M6;C9JZW3;F2Z2G2;F8WF65	A0A024R3W7;P24534;A4D1M6;C9JZW3	Elongation factor 1-beta	EEF1B2;LOC392793	26.51415	26.17493	26.08162	27.47576	28.50885	28.55633	-1.923408508	2.159666988
A0A024R3Z1;A0A024R407;P11137;Q6NYC5;A0A024R3Y8;E7EV03;A8K5Y1;A0A024R409;Q59FX9;A8MZ31;Q16296	A0A024R3Z1;A0A024R407;P11137;Q6NYC5	Microtubule-associated protein;Microtubule-associated protein 2	MAP2	23.49476	20.9312	21.79798	23.41867	24.09933	23.98971	-1.761253357	1.058538198
A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032;G2XKQ0	A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032	Small ubiquitin-related modifier 1	SUMO1	30.74711	30.22205	30.58647	31.17248	31.11917	30.48135	-0.405789057	0.680686734
A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41;H0Y503;C9JFN4;C9J188;C9JWF5;Q3LIC9;C9JV57	A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41	Basic leucine zipper and W2 domain-containing protein 1	BZW1;hCG_2022736	28.42113	28.18792	28.19018	29.86928	30.02433	29.91299	-1.669120789	4.301554614
A0A024R411;Q13416;B4DYU9;B8ZZ80;C9JK08	A0A024R411;Q13416;B4DYU9	Origin recognition complex subunit 2	ORC2L;ORC2	28.37385	28.41474	28.52343	28.0403	27.81909	28.08694	0.455225627	2.078223404
A0A024R419;B3KMB8;Q9NYY8	A0A024R419;B3KMB8;Q9NYY8	FAST kinase domain-containing protein 2	KIAA0971;FASTKD2	20.70052	22.0594	23.13533	23.90545	24.42598	24.29887	-2.24502182	1.445624211
A0A024R464;Q9H8Y5;B8ZZS4;B4E0V1;B4DZT1;C9K022;C9JQZ3;C9JS61	A0A024R464;Q9H8Y5;B8ZZS4	Ankyrin repeat and zinc finger domain-containing protein 1	ANKZF1	23.19518	21.81396	22.10892	25.77861	25.81512	25.68619	-3.387287776	2.884754154
A0A024R475;Q13618;Q53S54;B7Z600;A0A087WTG3;H7C1L6;H7C399;A0A087X1R9	A0A024R475;Q13618;Q53S54;B7Z600	Cullin-3	CUL3	28.09502	28.04489	27.9862	28.56518	28.6803	28.84371	-0.654359818	2.782064921
A0A024R486;A0A087X1I8;Q7Z3E5;C9JW07;H7C3U7;H7BZY2;C9J535;H7BZA2;H7C2P6	A0A024R486;A0A087X1I8;Q7Z3E5	LisH domain-containing protein ARMC9	ARMC9	22.97001	21.80494	22.26883	24.81617	25.43756	25.1715	-2.793811798	2.724214872
A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02;C9JYW2;C9JLB1;C9J1H7;C9JWL1	A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02	Nucleolin	NCL	35.62197	35.51371	35.5702	34.8803	34.56144	34.51035	0.917931875	2.805751544
A0A024R4C8;B4DZS0;O76075;J3KT26	A0A024R4C8;B4DZS0;O76075	DNA fragmentation factor subunit beta	DFFB	25.10869	24.89264	25.20576	21.35619	21.53297	23.83413	2.82793045	1.611539308
A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6;H7C0A4;Q2HJC8;Q6ZN49;C9JIZ1;Q5HYC5;C9J5E5;C9JZI8;H7C2D1;C9JES8;C9JHZ8;H7BZC3;C9JHS7;C9JK79;C9JT62;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;C9JMQ6;C9J739;H7C3D0;C9JHS9	A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6	Vigilin	HDLBP	29.0681	29.07125	28.95371	29.82308	30.19413	30.10649	-1.010215759	2.983998875
A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3;H0Y975;K7EIE3	A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3	Arginine-glutamic acid dipeptide repeats protein	RERE	25.69867	25.85631	26.03179	26.32138	26.34531	26.45084	-0.510255814	2.094933678
A0A024R4F1;P06733;E2DRY6;K7EM90;A4UCS8;A4QMW8;E5RI09;E5RG95;Q9NPL4;B4DUJ6	A0A024R4F1;P06733;E2DRY6	Alpha-enolase;Enolase	ENO1	32.3116	32.5056	32.28229	33.95185	33.91072	34.58447	-1.782522837	2.832767288
A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0;M0QXE6;M0QXQ2;M0QZB4;M0R3H8;M0R2I8;M0R2J2	A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0	DNA polymerase;DNA polymerase delta catalytic subunit	POLD1	30.2923	30.12682	30.24252	29.33539	29.35342	29.1154	0.952476501	3.329528972
A0A024R4G1;Q8N1G4	A0A024R4G1;Q8N1G4	Leucine-rich repeat-containing protein 47	LRRC47	28.71401	28.4334	28.68535	29.38712	29.5681	29.56926	-0.897238413	2.944500392
A0A024R4I3;O94892;A8K9W2;M0R0E2;M0R0H8	A0A024R4I3;O94892;A8K9W2	Zinc finger protein 432	hCG_2008146;ZNF432	25.91832	25.89682	26.06174	21.6569	21.82839	21.9176	4.157994588	5.836789029
A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	Mitotic spindle assembly checkpoint protein MAD2B	MAD2L2	24.72692	24.05366	24.48536	26.56221	26.80354	25.68862	-1.929473241	2.102396654
A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732;F2Z3C0;A8MXK4	A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732	40S ribosomal protein S9	RPS9	29.03181	29.08793	29.08899	28.91508	29.44865	29.45476	-0.203248978	0.492583568
A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	tRNA-splicing endonuclease subunit Sen34	TSEN34	25.25775	25.06969	25.43793	24.70477	24.16392	24.46432	0.810783386	1.893382583
A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	Zinc finger protein 444	ZNF444	24.69057	23.905	24.29852	23.78666	23.97666	23.73872	0.464014053	0.909541629
A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	TCF3 fusion partner	TFPT	25.26492	25.25548	25.29004	24.34184	24.38621	24.47914	0.867748896	4.499614456
A0A024R4R3;O75175;B7Z6J7;H7C3F5;Q6ZMJ6;H0Y5X7;H7C5J4;A0A0G2JPP0;H7C148;A0A0G2JN65	A0A024R4R3;O75175;B7Z6J7	CCR4-NOT transcription complex subunit 3	CNOT3	23.07073	22.12271	21.81346	25.13899	25.78187	26.84685	-3.586939494	2.339475494
A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6;C9J1N5;H7BZP5;A0A0G2JN70	A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3	Leukocyte receptor cluster member 8	LENG8	28.4689	28.1939	28.32367	27.91171	27.83804	27.60562	0.543702443	1.954573884
A0A024R4S0;O43633;M0R1T5;M0R1L7;M0QXX8	A0A024R4S0;O43633;M0R1T5;M0R1L7	Charged multivesicular body protein 2a	CHMP2A	21.59749	22.07787	21.95697	26.08229	26.03565	26.15675	-4.214121501	5.037248154
A0A024R4S1;Q9Y6I3;B4DU91;D6R907;D6RBI9	A0A024R4S1;Q9Y6I3;B4DU91	Epsin-1	EPN1	26.75468	26.60187	26.30633	28.72367	28.70421	28.99283	-2.252612432	3.817631224
A0A024R4S2;Q9BZL4;K7EL81;B4DLW4;K7ER83	A0A024R4S2;Q9BZL4;K7EL81;B4DLW4	Protein phosphatase 1 regulatory subunit 12C	PPP1R12C	22.71133	22.2815	21.86651	24.26213	24.60789	24.63362	-2.214764913	2.909073233
A0A024R4T4;P61081;M0QX69;M0QYI6	A0A024R4T4;P61081	NEDD8-conjugating enzyme Ubc12	UBE2M	28.66652	28.5359	28.35884	28.04177	28.22766	28.03449	0.419113795	1.731868658
A0A024R4U0;Q9NP61;B7Z6L2;B0QYV8;B0QYV9	A0A024R4U0;Q9NP61;B7Z6L2	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	22.97037	24.30682	22.05809	24.78217	24.79377	24.96583	-1.735495249	1.242835449
A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61;Q59G93;Q5CZ83;Q659H0	A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61		BRD1;DKFZp434B094	28.81949	28.59559	28.86313	28.3836	28.38825	27.71699	0.596456528	1.178838489
A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8;H7C089;F8WBU8	A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8	Tetratricopeptide repeat protein 38	FLJ20699;TTC38	23.41854	21.82932	23.30814	24.36886	24.39904	24.78217	-1.664691925	1.459902338
A0A024R4X0;P00387;Q6ZVI6;B1AHF3	A0A024R4X0;P00387;Q6ZVI6	NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	25.07042	25.30379	25.14558	25.39103	25.63694	26.06351	-0.523896535	1.183346734
A0A024R4X7;Q9UKX7;B4E2D3;B0QY21;X6RKQ2;B1AHA5	A0A024R4X7;Q9UKX7	Nuclear pore complex protein Nup50	hCG_1989366;NUP50	30.28681	30.30236	30.25237	29.87081	29.76606	29.62377	0.526970545	2.707139964
A0A024R4Z6;Q08945;E9PMD4;Q59GH7;A0A0U1RRK2;E9PPZ7	A0A024R4Z6;Q08945	FACT complex subunit SSRP1	SSRP1	32.49772	32.52281	32.55609	32.38913	32.10699	31.95615	0.374781291	1.36742476
A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27;E9PRK8;E9PKY7;A9JQE1;E9PPQ4;E9PQR3;E9PKM5;E9PK45	A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27	"Ferritin;Ferritin heavy chain;Ferritin heavy chain, N-terminally processed"	FTH1	25.8436	25.73169	25.90589	26.54507	26.58992	27.07735	-0.910387675	2.161252081
A0A024R534;O94776	A0A024R534;O94776	Metastasis-associated protein MTA2	MTA2	28.75824	28.81057	28.75739	29.51435	29.55719	29.49452	-0.746618271	5.090076686
A0A024R542;Q9C0C2;B3KXS7;E9PKK0;Q86TK2;E9PKE7	A0A024R542;Q9C0C2;B3KXS7	182 kDa tankyrase-1-binding protein	TNKS1BP1	24.84158	24.86036	24.91392	28.09974	28.70068	29.14453	-3.776358922	3.619904737
